time_step,dimension,dimension_name,household_i,household_j,p_ji_value
10,2,sell,5,38,0.0
10,2,sell,42,38,0.0
10,2,sell,6,38,0.0
10,2,sell,12,38,0.0
10,2,sell,37,38,0.0
10,2,sell,48,38,0.0
10,2,sell,41,38,0.0
10,0,vacant,6,39,0.0
10,0,vacant,21,39,0.0
10,0,vacant,18,39,0.0
10,0,vacant,31,39,0.0
10,0,vacant,20,39,0.0
10,0,vacant,50,39,0.0
10,0,vacant,43,39,0.0
10,0,vacant,35,39,0.0
10,0,vacant,16,39,0.0
10,0,vacant,26,39,0.11483397226981408
10,2,sell,6,39,0.0
10,2,sell,21,39,0.0
10,2,sell,18,39,0.0
10,2,sell,31,39,0.0
10,2,sell,20,39,0.0
10,2,sell,50,39,0.0
10,2,sell,43,39,0.0
10,2,sell,35,39,0.0
10,2,sell,16,39,0.1014798552371602
10,2,sell,26,39,0.0
10,0,vacant,2,41,0.0
10,0,vacant,37,41,0.0
10,0,vacant,23,41,0.0
10,0,vacant,42,41,0.0
10,0,vacant,24,41,0.0
10,0,vacant,5,41,0.0
10,0,vacant,48,41,0.0
10,0,vacant,12,41,0.0
10,0,vacant,8,41,0.0
10,0,vacant,30,41,0.0
10,0,vacant,43,41,0.0
10,0,vacant,44,41,0.0
10,0,vacant,40,41,0.10668519448657747
10,0,vacant,38,41,0.0
10,2,sell,2,41,0.0
10,2,sell,37,41,0.0
10,2,sell,23,41,0.0
10,2,sell,42,41,0.0
10,2,sell,24,41,0.0
10,2,sell,5,41,0.0
10,2,sell,48,41,0.0
10,2,sell,12,41,0.0
10,2,sell,8,41,0.0
10,2,sell,30,41,0.0
10,2,sell,43,41,0.0
10,2,sell,44,41,0.0
10,2,sell,40,41,0.10668519448657747
10,2,sell,38,41,0.0
10,1,repair,5,42,0.0
10,1,repair,12,42,0.0
10,1,repair,30,42,0.0
10,1,repair,41,42,0.0
10,1,repair,38,42,0.0
10,1,repair,24,42,0.0
10,1,repair,2,42,0.0
10,0,vacant,5,42,0.0
10,0,vacant,12,42,0.0
10,0,vacant,30,42,0.0
10,0,vacant,41,42,0.0
10,0,vacant,38,42,0.0
10,0,vacant,24,42,0.0
10,0,vacant,2,42,0.0
10,2,sell,5,42,0.0
10,2,sell,12,42,0.0
10,2,sell,30,42,0.0
10,2,sell,41,42,0.0
10,2,sell,38,42,0.0
10,2,sell,24,42,0.0
10,2,sell,2,42,0.0
10,0,vacant,18,43,0.0
10,0,vacant,33,43,0.0
10,0,vacant,3,43,0.0
10,0,vacant,16,43,0.0
10,0,vacant,8,43,0.0
10,0,vacant,27,43,0.0
10,0,vacant,49,43,0.0
10,0,vacant,40,43,0.12950940314270515
10,0,vacant,39,43,0.0
10,0,vacant,7,43,0.0
10,0,vacant,15,43,0.0
10,0,vacant,14,43,0.0
10,0,vacant,22,43,0.0
10,0,vacant,50,43,0.0
10,0,vacant,21,43,0.0
10,0,vacant,31,43,0.0
10,0,vacant,19,43,0.0
10,0,vacant,20,43,0.0
10,0,vacant,41,43,0.10597780389070964
10,0,vacant,29,43,0.0
10,0,vacant,28,43,0.0
10,2,sell,18,43,0.0
10,2,sell,33,43,0.0
10,2,sell,3,43,0.0
10,2,sell,16,43,0.10627165828240265
10,2,sell,8,43,0.0
10,2,sell,27,43,0.0
10,2,sell,49,43,0.0
10,2,sell,40,43,0.12950940314270515
10,2,sell,39,43,0.0
10,2,sell,7,43,0.0
10,2,sell,15,43,0.12427384998382887
10,2,sell,14,43,0.0
10,2,sell,22,43,0.0
10,2,sell,50,43,0.0
10,2,sell,21,43,0.0
10,2,sell,31,43,0.0
10,2,sell,19,43,0.11610047306354544
10,2,sell,20,43,0.0
10,2,sell,41,43,0.0
10,2,sell,29,43,0.0
10,2,sell,28,43,0.0
10,1,repair,28,44,0.0
10,1,repair,19,44,0.0
10,1,repair,23,44,0.0
10,1,repair,8,44,0.0
10,1,repair,41,44,0.0
10,0,vacant,28,44,0.0
10,0,vacant,19,44,0.0
10,0,vacant,23,44,0.0
10,0,vacant,8,44,0.0
10,0,vacant,41,44,0.0
10,2,sell,28,44,0.0
10,2,sell,19,44,0.0
10,2,sell,23,44,0.0
10,2,sell,8,44,0.0
10,2,sell,41,44,0.0
10,1,repair,13,47,0.0
10,1,repair,17,47,0.0
10,1,repair,33,47,0.0
10,1,repair,15,47,0.0
10,0,vacant,13,47,0.0
10,0,vacant,17,47,0.0
10,0,vacant,33,47,0.0
10,0,vacant,15,47,0.0
10,2,sell,13,47,0.0
10,2,sell,17,47,0.0
10,2,sell,33,47,0.0
10,2,sell,15,47,0.0
10,1,repair,41,48,0.0
10,1,repair,12,48,0.0
10,1,repair,38,48,0.0
10,0,vacant,41,48,0.0
10,0,vacant,12,48,0.0
10,0,vacant,38,48,0.0
10,2,sell,41,48,0.0
10,2,sell,12,48,0.0
10,2,sell,38,48,0.0
10,0,vacant,45,49,0.08358673409623374
10,0,vacant,20,49,0.0
10,0,vacant,43,49,0.0
10,0,vacant,36,49,0.0
10,0,vacant,18,49,0.0
10,0,vacant,13,49,0.0
10,0,vacant,50,49,0.0
10,0,vacant,14,49,0.0
10,0,vacant,29,49,0.0
10,0,vacant,28,49,0.0
10,0,vacant,19,49,0.0
10,2,sell,45,49,0.08358673409623374
10,2,sell,20,49,0.0
10,2,sell,43,49,0.0
10,2,sell,36,49,0.0
10,2,sell,18,49,0.0
10,2,sell,13,49,0.0
10,2,sell,50,49,0.0
10,2,sell,14,49,0.0
10,2,sell,29,49,0.0
10,2,sell,28,49,0.0
10,2,sell,19,49,0.04760661052005551
10,1,repair,25,50,0.0
10,1,repair,14,50,0.040005218175254355
10,1,repair,29,50,0.0
10,1,repair,22,50,0.05837732497241958
10,1,repair,39,50,0.06396039289137671
10,1,repair,3,50,0.0
10,1,repair,15,50,0.06092174957978234
10,1,repair,33,50,0.060179120073211065
10,1,repair,49,50,0.05233336863789879
10,1,repair,20,50,0.05549303516514376
10,1,repair,43,50,0.05963225508700044
10,1,repair,10,50,0.0
10,0,vacant,25,50,0.0
10,0,vacant,14,50,0.0
10,0,vacant,29,50,0.0
10,0,vacant,22,50,0.0
10,0,vacant,39,50,0.0
10,0,vacant,3,50,0.0
10,0,vacant,15,50,0.0
10,0,vacant,33,50,0.0
10,0,vacant,49,50,0.0
10,0,vacant,20,50,0.0
10,0,vacant,43,50,0.0
10,0,vacant,10,50,0.0
10,2,sell,25,50,0.0
10,2,sell,14,50,0.0
10,2,sell,29,50,0.0
10,2,sell,22,50,0.0
10,2,sell,39,50,0.0
10,2,sell,3,50,0.0
10,2,sell,15,50,0.06092174957978234
10,2,sell,33,50,0.0
10,2,sell,49,50,0.0
10,2,sell,20,50,0.0
10,2,sell,43,50,0.0
10,2,sell,10,50,0.0
11,0,vacant,3,2,0.0
11,0,vacant,41,2,0.11943958507238822
11,0,vacant,24,2,0.0
11,0,vacant,37,2,0.0
11,0,vacant,30,2,0.0
11,0,vacant,42,2,0.0
11,2,sell,3,2,0.0
11,2,sell,41,2,0.0
11,2,sell,24,2,0.0
11,2,sell,37,2,0.0
11,2,sell,30,2,0.0
11,2,sell,42,2,0.0
11,1,repair,2,3,0.0
11,1,repair,43,3,0.0
11,1,repair,50,3,0.0
11,1,repair,26,3,0.0
11,0,vacant,2,3,0.0
11,0,vacant,43,3,0.0
11,0,vacant,50,3,0.0
11,0,vacant,26,3,0.0
11,2,sell,2,3,0.0
11,2,sell,43,3,0.0
11,2,sell,50,3,0.0
11,2,sell,26,3,0.0
11,1,repair,38,4,0.0
11,1,repair,24,4,0.0
11,1,repair,5,4,0.0
11,1,repair,37,4,0.0
11,0,vacant,38,4,0.0
11,0,vacant,24,4,0.0
11,0,vacant,5,4,0.0
11,0,vacant,37,4,0.0
11,2,sell,38,4,0.0
11,2,sell,24,4,0.0
11,2,sell,5,4,0.0
11,2,sell,37,4,0.0
11,1,repair,42,5,0.0
11,1,repair,34,5,0.10613968133876243
11,1,repair,14,5,0.1026934197872322
11,1,repair,38,5,0.0
11,1,repair,4,5,0.0
11,1,repair,41,5,0.138853852807898
11,1,repair,30,5,0.0
11,1,repair,6,5,0.0
11,0,vacant,42,5,0.0
11,0,vacant,34,5,0.0
11,0,vacant,14,5,0.0
11,0,vacant,38,5,0.0
11,0,vacant,4,5,0.0
11,0,vacant,41,5,0.138853852807898
11,0,vacant,30,5,0.0
11,0,vacant,6,5,0.0
11,2,sell,42,5,0.0
11,2,sell,34,5,0.0
11,2,sell,14,5,0.0
11,2,sell,38,5,0.0
11,2,sell,4,5,0.0
11,2,sell,41,5,0.0
11,2,sell,30,5,0.0
11,2,sell,6,5,0.0
11,1,repair,39,6,0.0
11,1,repair,30,6,0.0
11,1,repair,38,6,0.0
11,1,repair,16,6,0.0
11,1,repair,23,6,0.0
11,1,repair,5,6,0.0
11,0,vacant,39,6,0.0
11,0,vacant,30,6,0.0
11,0,vacant,38,6,0.0
11,0,vacant,16,6,0.0
11,0,vacant,23,6,0.0
11,0,vacant,5,6,0.0
11,2,sell,39,6,0.0
11,2,sell,30,6,0.0
11,2,sell,38,6,0.0
11,2,sell,16,6,0.0
11,2,sell,23,6,0.0
11,2,sell,5,6,0.0
11,1,repair,9,7,0.0562542922968721
11,1,repair,20,7,0.06386295237630356
11,1,repair,43,7,0.061371380650498256
11,1,repair,18,7,0.061892914814936674
11,1,repair,33,7,0.053500932580431954
11,1,repair,10,7,0.0
11,1,repair,8,7,0.04923200449504993
11,0,vacant,9,7,0.0
11,0,vacant,20,7,0.0
11,0,vacant,43,7,0.0
11,0,vacant,18,7,0.0
11,0,vacant,33,7,0.0
11,0,vacant,10,7,0.0
11,0,vacant,8,7,0.0
11,2,sell,9,7,0.0
11,2,sell,20,7,0.0
11,2,sell,43,7,0.0
11,2,sell,18,7,0.0
11,2,sell,33,7,0.0
11,2,sell,10,7,0.0
11,2,sell,8,7,0.0
11,0,vacant,22,8,0.0
11,0,vacant,43,8,0.0
11,0,vacant,16,8,0.0
11,0,vacant,31,8,0.0
11,0,vacant,14,8,0.0
11,0,vacant,44,8,0.0
11,0,vacant,41,8,0.08301257602011412
11,0,vacant,33,8,0.0
11,0,vacant,19,8,0.0
11,0,vacant,7,8,0.0
11,2,sell,22,8,0.0
11,2,sell,43,8,0.0
11,2,sell,16,8,0.11080643041180713
11,2,sell,31,8,0.0
11,2,sell,14,8,0.0
11,2,sell,44,8,0.0
11,2,sell,41,8,0.0
11,2,sell,33,8,0.0
11,2,sell,19,8,0.10877487094882576
11,2,sell,7,8,0.0
11,0,vacant,18,9,0.0
11,0,vacant,19,9,0.0
11,0,vacant,7,9,0.0
11,0,vacant,13,9,0.0
11,0,vacant,14,9,0.0
11,2,sell,18,9,0.0
11,2,sell,19,9,0.06095361609234691
11,2,sell,7,9,0.0
11,2,sell,13,9,0.0
11,2,sell,14,9,0.0
11,1,repair,33,10,0.0
11,1,repair,18,10,0.0
11,1,repair,7,10,0.0
11,1,repair,50,10,0.0
11,0,vacant,33,10,0.0
11,0,vacant,18,10,0.0
11,0,vacant,7,10,0.0
11,0,vacant,50,10,0.0
11,2,sell,33,10,0.0
11,2,sell,18,10,0.0
11,2,sell,7,10,0.0
11,2,sell,50,10,0.0
11,0,vacant,37,12,0.0
11,0,vacant,42,12,0.0
11,0,vacant,48,12,0.0
11,0,vacant,41,12,0.12461347530537281
11,0,vacant,38,12,0.0
11,2,sell,37,12,0.0
11,2,sell,42,12,0.0
11,2,sell,48,12,0.0
11,2,sell,41,12,0.0
11,2,sell,38,12,0.0
11,1,repair,47,13,0.0
11,1,repair,34,13,0.049748823469467
11,1,repair,49,13,0.04540730451669504
11,1,repair,9,13,0.047463674760045385
11,0,vacant,47,13,0.0
11,0,vacant,34,13,0.0
11,0,vacant,49,13,0.0
11,0,vacant,9,13,0.0
11,2,sell,47,13,0.0
11,2,sell,34,13,0.0
11,2,sell,49,13,0.0
11,2,sell,9,13,0.0
11,0,vacant,27,14,0.0
11,0,vacant,50,14,0.0
11,0,vacant,16,14,0.0
11,0,vacant,5,14,0.0
11,0,vacant,33,14,0.0
11,0,vacant,26,14,0.10919929232708744
11,0,vacant,43,14,0.0
11,0,vacant,49,14,0.0
11,0,vacant,8,14,0.0
11,0,vacant,9,14,0.0
11,0,vacant,19,14,0.0
11,0,vacant,23,14,0.0
11,0,vacant,18,14,0.0
11,2,sell,27,14,0.0
11,2,sell,50,14,0.0
11,2,sell,16,14,0.10899779098113768
11,2,sell,5,14,0.0
11,2,sell,33,14,0.0
11,2,sell,26,14,0.0
11,2,sell,43,14,0.0
11,2,sell,49,14,0.0
11,2,sell,8,14,0.0
11,2,sell,9,14,0.0
11,2,sell,19,14,0.09657011020370793
11,2,sell,23,14,0.0
11,2,sell,18,14,0.0
11,0,vacant,20,15,0.0
11,0,vacant,50,15,0.0
11,0,vacant,43,15,0.0
11,0,vacant,18,15,0.0
11,0,vacant,47,15,0.0
11,0,vacant,25,15,0.0
11,0,vacant,43,16,0.0
11,0,vacant,35,16,0.0
11,0,vacant,14,16,0.0
11,0,vacant,8,16,0.0
11,0,vacant,6,16,0.0
11,0,vacant,39,16,0.0
11,0,vacant,19,16,0.0
11,1,repair,47,17,0.0
11,1,repair,19,17,0.0
11,1,repair,23,17,0.0
11,0,vacant,47,17,0.0
11,0,vacant,19,17,0.0
11,0,vacant,23,17,0.0
11,2,sell,47,17,0.0
11,2,sell,19,17,0.0
11,2,sell,23,17,0.0
11,0,vacant,43,18,0.0
11,0,vacant,33,18,0.0
11,0,vacant,9,18,0.0
11,0,vacant,39,18,0.0
11,0,vacant,36,18,0.0
11,0,vacant,49,18,0.0
11,0,vacant,31,18,0.0
11,0,vacant,10,18,0.0
11,0,vacant,7,18,0.0
11,0,vacant,15,18,0.0
11,0,vacant,14,18,0.0
11,0,vacant,20,18,0.0
11,2,sell,43,18,0.0
11,2,sell,33,18,0.0
11,2,sell,9,18,0.0
11,2,sell,39,18,0.0
11,2,sell,36,18,0.0
11,2,sell,49,18,0.0
11,2,sell,31,18,0.0
11,2,sell,10,18,0.0
11,2,sell,7,18,0.0
11,2,sell,15,18,0.10521125176468767
11,2,sell,14,18,0.0
11,2,sell,20,18,0.0
11,0,vacant,34,19,0.0
11,0,vacant,9,19,0.0
11,0,vacant,36,19,0.0
11,0,vacant,44,19,0.0
11,0,vacant,22,19,0.0
11,0,vacant,17,19,0.0
11,0,vacant,29,19,0.0
11,0,vacant,49,19,0.0
11,0,vacant,14,19,0.0
11,0,vacant,43,19,0.0
11,0,vacant,8,19,0.0
11,0,vacant,16,19,0.0
11,0,vacant,28,20,0.0
11,0,vacant,37,20,0.0
11,0,vacant,15,20,0.0
11,0,vacant,39,20,0.0
11,0,vacant,7,20,0.0
11,0,vacant,49,20,0.0
11,0,vacant,50,20,0.0
11,0,vacant,43,20,0.0
11,0,vacant,18,20,0.0
11,0,vacant,30,20,0.0
11,2,sell,28,20,0.0
11,2,sell,37,20,0.0
11,2,sell,15,20,0.0469212333279604
11,2,sell,39,20,0.0
11,2,sell,7,20,0.0
11,2,sell,49,20,0.0
11,2,sell,50,20,0.0
11,2,sell,43,20,0.0
11,2,sell,18,20,0.05000119910756421
11,2,sell,30,20,0.0
11,1,repair,39,21,0.0
11,1,repair,43,21,0.0
11,0,vacant,39,21,0.0
11,0,vacant,43,21,0.0
11,2,sell,39,21,0.0
11,2,sell,43,21,0.0
11,0,vacant,8,22,0.0
11,0,vacant,50,22,0.0
11,0,vacant,19,22,0.0
11,0,vacant,43,22,0.0
11,2,sell,8,22,0.0
11,2,sell,50,22,0.0
11,2,sell,19,22,0.0
11,2,sell,43,22,0.0
11,1,repair,41,23,0.021216201688396566
11,1,repair,44,23,0.0
11,1,repair,17,23,0.0
11,1,repair,14,23,0.025286422119080647
11,1,repair,6,23,0.0
11,1,repair,28,23,0.019558687637124993
11,0,vacant,41,23,0.021216201688396566
11,0,vacant,44,23,0.0
11,0,vacant,17,23,0.0
11,0,vacant,14,23,0.0
11,0,vacant,6,23,0.0
11,0,vacant,28,23,0.0
11,2,sell,41,23,0.0
11,2,sell,44,23,0.0
11,2,sell,17,23,0.0
11,2,sell,14,23,0.0
11,2,sell,6,23,0.0
11,2,sell,28,23,0.0
11,1,repair,4,24,0.0
11,1,repair,38,24,0.0
11,1,repair,2,24,0.0428430836115814
11,1,repair,41,24,0.03693621673368685
11,1,repair,42,24,0.0
11,1,repair,30,24,0.0
11,1,repair,37,24,0.0
11,0,vacant,4,24,0.0
11,0,vacant,38,24,0.0
11,0,vacant,2,24,0.0
11,0,vacant,41,24,0.03693621673368685
11,0,vacant,42,24,0.0
11,0,vacant,30,24,0.0
11,0,vacant,37,24,0.0
11,2,sell,4,24,0.0
11,2,sell,38,24,0.0
11,2,sell,2,24,0.0
11,2,sell,41,24,0.0
11,2,sell,42,24,0.0
11,2,sell,30,24,0.0
11,2,sell,37,24,0.0
11,1,repair,50,25,0.0
11,1,repair,15,25,0.0
11,0,vacant,50,25,0.0
11,0,vacant,15,25,0.0
11,2,sell,50,25,0.0
11,2,sell,15,25,0.0
11,1,repair,28,26,0.05523299200568517
11,1,repair,3,26,0.0
11,1,repair,14,26,0.050608844958403516
11,1,repair,30,26,0.0
11,1,repair,39,26,0.05322025971700394
11,2,sell,28,26,0.0
11,2,sell,3,26,0.0
11,2,sell,14,26,0.0
11,2,sell,30,26,0.0
11,2,sell,39,26,0.0
11,1,repair,14,27,0.0
11,1,repair,43,27,0.0
11,1,repair,33,27,0.0
11,0,vacant,14,27,0.0
11,0,vacant,43,27,0.0
11,0,vacant,33,27,0.0
11,2,sell,14,27,0.0
11,2,sell,43,27,0.0
11,2,sell,33,27,0.0
11,0,vacant,20,28,0.0
11,0,vacant,26,28,0.07146448669562615
11,0,vacant,44,28,0.0
11,0,vacant,49,28,0.0
11,0,vacant,23,28,0.0
11,0,vacant,43,28,0.0
11,2,sell,20,28,0.0
11,2,sell,26,28,0.0
11,2,sell,44,28,0.0
11,2,sell,49,28,0.0
11,2,sell,23,28,0.0
11,2,sell,43,28,0.0
11,1,repair,38,29,0.0
11,1,repair,50,29,0.0
11,1,repair,49,29,0.0
11,1,repair,19,29,0.0
11,1,repair,43,29,0.0
11,0,vacant,38,29,0.0
11,0,vacant,50,29,0.0
11,0,vacant,49,29,0.0
11,0,vacant,19,29,0.0
11,0,vacant,43,29,0.0
11,2,sell,38,29,0.0
11,2,sell,50,29,0.0
11,2,sell,49,29,0.0
11,2,sell,19,29,0.0
11,2,sell,43,29,0.0
11,1,repair,6,30,0.0
11,1,repair,37,30,0.0
11,1,repair,42,30,0.0
11,1,repair,2,30,0.08149502533434055
11,1,repair,26,30,0.0
11,1,repair,5,30,0.0
11,1,repair,41,30,0.09205544026195232
11,1,repair,24,30,0.0
11,1,repair,20,30,0.09067103925481261
11,0,vacant,6,30,0.0
11,0,vacant,37,30,0.0
11,0,vacant,42,30,0.0
11,0,vacant,2,30,0.0
11,0,vacant,26,30,0.0873388043488209
11,0,vacant,5,30,0.0
11,0,vacant,41,30,0.09205544026195232
11,0,vacant,24,30,0.0
11,0,vacant,20,30,0.0
11,2,sell,6,30,0.0
11,2,sell,37,30,0.0
11,2,sell,42,30,0.0
11,2,sell,2,30,0.0
11,2,sell,26,30,0.0
11,2,sell,5,30,0.0
11,2,sell,41,30,0.0
11,2,sell,24,30,0.0
11,2,sell,20,30,0.0
11,1,repair,39,31,0.047462727275421196
11,1,repair,18,31,0.04602052114641771
11,1,repair,8,31,0.03894734801311634
11,1,repair,43,31,0.04543063572793531
11,1,repair,33,31,0.04458825523234818
11,0,vacant,39,31,0.0
11,0,vacant,18,31,0.0
11,0,vacant,8,31,0.0
11,0,vacant,43,31,0.0
11,0,vacant,33,31,0.0
11,2,sell,39,31,0.0
11,2,sell,18,31,0.04602052114641771
11,2,sell,8,31,0.0
11,2,sell,43,31,0.0
11,2,sell,33,31,0.0
11,0,vacant,18,33,0.0
11,0,vacant,43,33,0.0
11,0,vacant,10,33,0.0
11,0,vacant,47,33,0.0
11,0,vacant,14,33,0.0
11,0,vacant,50,33,0.0
11,0,vacant,7,33,0.0
11,0,vacant,8,33,0.0
11,0,vacant,31,33,0.0
11,0,vacant,27,33,0.0
11,2,sell,18,33,0.25
11,2,sell,43,33,0.0
11,2,sell,10,33,0.0
11,2,sell,47,33,0.0
11,2,sell,14,33,0.0
11,2,sell,50,33,0.0
11,2,sell,7,33,0.0
11,2,sell,8,33,0.0
11,2,sell,31,33,0.0
11,2,sell,27,33,0.0
11,0,vacant,5,34,0.0
11,0,vacant,19,34,0.0
11,0,vacant,13,34,0.0
11,0,vacant,35,34,0.0
11,0,vacant,36,34,0.0
11,2,sell,5,34,0.0
11,2,sell,19,34,0.036160531089855515
11,2,sell,13,34,0.0
11,2,sell,35,34,0.0
11,2,sell,36,34,0.0
11,1,repair,16,35,0.0
11,1,repair,39,35,0.0
11,1,repair,34,35,0.0
11,0,vacant,16,35,0.0
11,0,vacant,39,35,0.0
11,0,vacant,34,35,0.0
11,2,sell,16,35,0.0
11,2,sell,39,35,0.0
11,2,sell,34,35,0.0
11,0,vacant,18,36,0.0
11,0,vacant,19,36,0.0
11,0,vacant,49,36,0.0
11,0,vacant,34,36,0.0
11,2,sell,18,36,0.08532071466548123
11,2,sell,19,36,0.09509977606834613
11,2,sell,49,36,0.0
11,2,sell,34,36,0.0
11,1,repair,20,37,0.0
11,1,repair,12,37,0.0
11,1,repair,41,37,0.0
11,1,repair,30,37,0.0
11,1,repair,2,37,0.0
11,1,repair,4,37,0.0
11,1,repair,38,37,0.0
11,1,repair,24,37,0.0
11,0,vacant,20,37,0.0
11,0,vacant,12,37,0.0
11,0,vacant,41,37,0.0
11,0,vacant,30,37,0.0
11,0,vacant,2,37,0.0
11,0,vacant,4,37,0.0
11,0,vacant,38,37,0.0
11,0,vacant,24,37,0.0
11,2,sell,20,37,0.0
11,2,sell,12,37,0.0
11,2,sell,41,37,0.0
11,2,sell,30,37,0.0
11,2,sell,2,37,0.0
11,2,sell,4,37,0.0
11,2,sell,38,37,0.0
11,2,sell,24,37,0.0
11,1,repair,29,38,0.0
11,1,repair,4,38,0.0
11,1,repair,24,38,0.0
11,1,repair,5,38,0.0
11,1,repair,42,38,0.0
11,1,repair,6,38,0.0
11,1,repair,12,38,0.06341874564574103
11,1,repair,37,38,0.0
11,1,repair,48,38,0.0
11,1,repair,41,38,0.060619058072662685
11,0,vacant,29,38,0.0
11,0,vacant,4,38,0.0
11,0,vacant,24,38,0.0
11,0,vacant,5,38,0.0
11,0,vacant,42,38,0.0
11,0,vacant,6,38,0.0
11,0,vacant,12,38,0.0
11,0,vacant,37,38,0.0
11,0,vacant,48,38,0.0
11,0,vacant,41,38,0.060619058072662685
11,2,sell,29,38,0.0
11,2,sell,4,38,0.0
11,2,sell,24,38,0.0
11,2,sell,5,38,0.0
11,2,sell,42,38,0.0
11,2,sell,6,38,0.0
11,2,sell,12,38,0.0
11,2,sell,37,38,0.0
11,2,sell,48,38,0.0
11,2,sell,41,38,0.0
11,0,vacant,6,39,0.0
11,0,vacant,21,39,0.0
11,0,vacant,18,39,0.0
11,0,vacant,31,39,0.0
11,0,vacant,20,39,0.0
11,0,vacant,50,39,0.0
11,0,vacant,43,39,0.0
11,0,vacant,35,39,0.0
11,0,vacant,16,39,0.0
11,0,vacant,26,39,0.11483397226981408
11,2,sell,6,39,0.0
11,2,sell,21,39,0.0
11,2,sell,18,39,0.1266244580532703
11,2,sell,31,39,0.0
11,2,sell,20,39,0.0
11,2,sell,50,39,0.0
11,2,sell,43,39,0.0
11,2,sell,35,39,0.0
11,2,sell,16,39,0.1014798552371602
11,2,sell,26,39,0.0
11,2,sell,2,41,0.0
11,2,sell,37,41,0.0
11,2,sell,23,41,0.0
11,2,sell,42,41,0.0
11,2,sell,24,41,0.0
11,2,sell,5,41,0.0
11,2,sell,48,41,0.0
11,2,sell,12,41,0.0
11,2,sell,8,41,0.0
11,2,sell,30,41,0.0
11,2,sell,43,41,0.0
11,2,sell,44,41,0.0
11,2,sell,38,41,0.0
11,1,repair,5,42,0.0
11,1,repair,12,42,0.0
11,1,repair,30,42,0.0
11,1,repair,41,42,0.0
11,1,repair,38,42,0.0
11,1,repair,24,42,0.0
11,1,repair,2,42,0.0
11,0,vacant,5,42,0.0
11,0,vacant,12,42,0.0
11,0,vacant,30,42,0.0
11,0,vacant,41,42,0.0
11,0,vacant,38,42,0.0
11,0,vacant,24,42,0.0
11,0,vacant,2,42,0.0
11,2,sell,5,42,0.0
11,2,sell,12,42,0.0
11,2,sell,30,42,0.0
11,2,sell,41,42,0.0
11,2,sell,38,42,0.0
11,2,sell,24,42,0.0
11,2,sell,2,42,0.0
11,0,vacant,18,43,0.0
11,0,vacant,33,43,0.0
11,0,vacant,3,43,0.0
11,0,vacant,16,43,0.0
11,0,vacant,8,43,0.0
11,0,vacant,27,43,0.0
11,0,vacant,49,43,0.0
11,0,vacant,39,43,0.0
11,0,vacant,7,43,0.0
11,0,vacant,15,43,0.0
11,0,vacant,14,43,0.0
11,0,vacant,22,43,0.0
11,0,vacant,50,43,0.0
11,0,vacant,21,43,0.0
11,0,vacant,31,43,0.0
11,0,vacant,19,43,0.0
11,0,vacant,20,43,0.0
11,0,vacant,41,43,0.10597780389070964
11,0,vacant,29,43,0.0
11,0,vacant,28,43,0.0
11,2,sell,18,43,0.25
11,2,sell,33,43,0.0
11,2,sell,3,43,0.0
11,2,sell,16,43,0.10627165828240265
11,2,sell,8,43,0.0
11,2,sell,27,43,0.0
11,2,sell,49,43,0.0
11,2,sell,39,43,0.0
11,2,sell,7,43,0.0
11,2,sell,15,43,0.12427384998382887
11,2,sell,14,43,0.0
11,2,sell,22,43,0.0
11,2,sell,50,43,0.0
11,2,sell,21,43,0.0
11,2,sell,31,43,0.0
11,2,sell,19,43,0.11610047306354544
11,2,sell,20,43,0.0
11,2,sell,41,43,0.0
11,2,sell,29,43,0.0
11,2,sell,28,43,0.0
11,1,repair,28,44,0.0
11,1,repair,19,44,0.0
11,1,repair,23,44,0.0
11,1,repair,8,44,0.0
11,1,repair,41,44,0.0
11,0,vacant,28,44,0.0
11,0,vacant,19,44,0.0
11,0,vacant,23,44,0.0
11,0,vacant,8,44,0.0
11,0,vacant,41,44,0.0
11,2,sell,28,44,0.0
11,2,sell,19,44,0.0
11,2,sell,23,44,0.0
11,2,sell,8,44,0.0
11,2,sell,41,44,0.0
11,1,repair,13,47,0.0
11,1,repair,17,47,0.0
11,1,repair,33,47,0.0
11,1,repair,15,47,0.0
11,0,vacant,13,47,0.0
11,0,vacant,17,47,0.0
11,0,vacant,33,47,0.0
11,0,vacant,15,47,0.0
11,2,sell,13,47,0.0
11,2,sell,17,47,0.0
11,2,sell,33,47,0.0
11,2,sell,15,47,0.0
11,1,repair,41,48,0.0
11,1,repair,12,48,0.0
11,1,repair,38,48,0.0
11,0,vacant,41,48,0.0
11,0,vacant,12,48,0.0
11,0,vacant,38,48,0.0
11,2,sell,41,48,0.0
11,2,sell,12,48,0.0
11,2,sell,38,48,0.0
11,0,vacant,45,49,0.08358673409623374
11,0,vacant,20,49,0.0
11,0,vacant,43,49,0.0
11,0,vacant,36,49,0.0
11,0,vacant,18,49,0.0
11,0,vacant,13,49,0.0
11,0,vacant,50,49,0.0
11,0,vacant,14,49,0.0
11,0,vacant,29,49,0.0
11,0,vacant,28,49,0.0
11,0,vacant,19,49,0.0
11,2,sell,45,49,0.08358673409623374
11,2,sell,20,49,0.0
11,2,sell,43,49,0.0
11,2,sell,36,49,0.0
11,2,sell,18,49,0.03475401095688237
11,2,sell,13,49,0.0
11,2,sell,50,49,0.0
11,2,sell,14,49,0.0
11,2,sell,29,49,0.0
11,2,sell,28,49,0.0
